level_0,index,Unnamed: 0,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1887,1946,1990,1,143.0,4.0,48.0,16,333.75,0.0,0.003333333,0.0,0.0,Mar,1.0,1,1,2,New_Visitor,False,False
1888,1947,1991,0,0.0,0.0,0.0,2,4.0,0.0,0.1,0.0,0.0,Mar,2.0,2,4,1,Returning_Visitor,False,False
1889,1948,1992,2,15.5,0.0,0.0,28,550.0666667,0.0,0.0066666669999999,0.0,0.0,Mar,2.0,2,1,2,New_Visitor,False,False
1890,1949,1993,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,1.0,1,3,9,Returning_Visitor,True,False
1891,1950,1994,2,42.0,0.0,0.0,29,218.0,0.0,0.003225806,0.0,0.0,Mar,2.0,2,1,2,Returning_Visitor,False,False
1892,1951,1995,0,0.0,0.0,0.0,93,2243.666667,0.010989011,0.031501832,0.0,0.0,Mar,2.0,4,8,1,Returning_Visitor,False,False
1893,1952,1996,1,702.0,0.0,0.0,38,2193.150794,0.012280702,0.015614035,9.09277193,0.0,Mar,1.0,1,2,2,Returning_Visitor,False,True
1894,1954,1998,1,14.0,0.0,0.0,13,909.5,0.0,0.014285714,0.0,0.0,Mar,1.0,1,1,10,Returning_Visitor,False,False
1895,1955,1999,3,188.0,0.0,0.0,22,1436.45,0.0,0.009090909,0.0,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,False
1896,1956,2000,8,352.24285710000004,6.0,241.5,45,1998.444081,0.009090909,0.01644733,2.8423070110000004,0.0,Mar,3.0,2,1,2,Returning_Visitor,True,False
1897,1957,2001,4,73.75,1.0,58.0,12,777.5,0.0,0.015555556,10.782,0.0,Mar,2.0,2,1,2,Returning_Visitor,True,True
1898,1958,2002,0,0.0,0.0,0.0,4,126.5,0.016666667,0.091666667,0.0,0.0,Mar,2.0,5,3,2,Returning_Visitor,True,False
1899,1959,2003,0,0.0,0.0,0.0,8,100.0,0.0,0.025,0.0,0.0,Mar,1.0,1,7,1,Returning_Visitor,False,False
1900,1960,2004,1,95.0,0.0,0.0,27,598.45,0.0,0.014814815,0.0,0.0,Mar,2.0,2,2,2,Returning_Visitor,False,False
1901,1961,2005,0,0.0,0.0,0.0,7,87.71428571,0.042857143,0.089285714,0.0,0.0,Mar,3.0,2,1,3,Returning_Visitor,False,False
1902,1962,2006,6,145.0,6.0,199.0,40,1834.166667,0.0,0.006734694,49.47040982,0.0,Mar,2.0,5,3,2,Returning_Visitor,False,True
1903,1963,2007,0,0.0,0.0,0.0,2,15.0,0.0,0.1,0.0,0.0,Mar,1.0,1,1,2,Returning_Visitor,False,False
1904,1964,2008,3,221.5,4.0,172.0,28,1365.216667,0.0,0.012301587,0.0,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,False
1905,1965,2009,0,0.0,0.0,0.0,6,36.0,0.066666667,0.133333333,0.0,0.0,Mar,4.0,1,1,3,Returning_Visitor,True,False
1906,1966,2010,4,82.5,3.0,419.0,22,1005.806061,0.0,0.0074074069999999,0.0,0.0,Mar,2.0,2,2,2,New_Visitor,True,False
1907,1967,2011,6,92.0,3.0,101.0,76,5186.116667,0.004878049,0.0248373979999999,6.548011382,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,False
1908,1968,2012,9,183.5,2.0,29.66666667,52,2211.6083329999997,0.008888889,0.010251724,1.816474074,0.0,Mar,4.0,2,1,2,Returning_Visitor,False,True
1909,1969,2013,0,0.0,0.0,0.0,8,167.0,0.0,0.05,0.0,0.0,Mar,2.0,5,1,3,Returning_Visitor,False,False
1910,1970,2014,2,36.0,0.0,0.0,47,2102.581502,0.004166667,0.010416667,14.63957834,0.0,Mar,1.0,1,2,1,Returning_Visitor,False,False
1911,1971,2015,8,139.68181819999998,8.0,353.3333333,45,2003.415152,0.007142857,0.00755102,5.576720936,0.0,Mar,2.0,2,4,2,Returning_Visitor,False,True
1912,1972,2016,4,50.5,3.0,54.0,41,1490.552778,0.0,0.0065891469999999,0.0,0.0,Mar,2.0,2,1,2,Returning_Visitor,False,False
1913,1973,2017,9,124.125,0.0,0.0,35,1988.658333,0.008943089,0.030662021,0.0,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,False
1914,1974,2018,0,0.0,0.0,0.0,8,148.75,0.0,0.025,0.0,0.0,Mar,2.0,4,3,2,Returning_Visitor,True,False
1915,1975,2019,0,0.0,0.0,0.0,2,134.0,0.0,0.1,0.0,0.0,Mar,3.0,2,7,9,Returning_Visitor,True,False
1916,1976,2020,1,5.0,0.0,0.0,16,191.0714286,0.0,0.0125,0.0,0.0,Mar,2.0,4,1,10,Returning_Visitor,False,False
1917,1977,2021,0,0.0,1.0,0.0,16,222.0,0.025,0.03125,0.0,0.0,Mar,1.0,2,1,2,Returning_Visitor,False,False
1918,1978,2022,2,47.5,0.0,0.0,5,116.5,0.0,0.005714286,0.0,0.0,Mar,3.0,2,5,2,Returning_Visitor,True,False
1919,1979,2023,0,0.0,0.0,0.0,3,190.0,0.0,0.066666667,0.0,0.0,Mar,2.0,7,4,3,Returning_Visitor,True,False
1920,1980,2024,0,0.0,0.0,0.0,68,809.2456348999999,0.002985075,0.005970149,109.9124051,0.0,Mar,2.0,5,4,2,Returning_Visitor,False,True
1921,1981,2025,0,0.0,0.0,0.0,8,262.1666667,0.0,0.020833333,0.0,0.0,Mar,2.0,2,2,2,Returning_Visitor,False,False
1922,1982,2026,0,0.0,0.0,0.0,4,22.0,0.05,0.1,0.0,0.0,Mar,2.0,4,6,3,Returning_Visitor,True,False
1923,1983,2027,4,55.32575758,0.0,0.0,11,234.9924242,0.0,0.018181818,0.0,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,False
1924,1984,2028,0,0.0,0.0,0.0,8,258.0,0.025,0.075,0.0,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,False
1925,1985,2029,0,0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.0,Mar,2.0,4,1,1,Returning_Visitor,False,False
1926,1986,2030,1,185.0,6.0,263.0,6,133.3333333,0.0,0.0192307689999999,0.0,0.0,Mar,3.0,2,3,3,Returning_Visitor,False,False
1927,1987,2031,13,241.7666667,0.0,0.0,12,255.3,0.002,0.036666667,0.0,0.0,Mar,2.0,2,8,2,Returning_Visitor,False,False
1928,1988,2032,5,145.5,0.0,0.0,96,1524.748377,0.0,0.0072390569999999,0.0,0.0,Mar,2.0,2,9,2,Returning_Visitor,False,False
1929,1989,2033,2,160.0,0.0,0.0,17,1306.666667,0.010526316,0.014035088,0.0,0.0,Mar,3.0,2,2,3,Returning_Visitor,False,False
1930,1990,2034,2,28.66666667,0.0,0.0,12,224.1666667,0.0,0.0233333329999999,44.73466667,0.0,Mar,3.0,2,6,2,Returning_Visitor,False,True
1931,1991,2035,0,0.0,0.0,0.0,24,473.6833333000001,0.008333333,0.00952381,0.0,0.0,Mar,3.0,2,3,1,Returning_Visitor,False,False
1932,1992,2036,6,253.0,0.0,0.0,21,686.4,0.003846154,0.012179487,0.0,0.0,Mar,1.0,1,3,3,Returning_Visitor,False,False
1933,1993,2037,0,0.0,0.0,0.0,4,80.0,0.05,0.075,0.0,0.0,Mar,3.0,2,4,1,Returning_Visitor,False,False
1934,1994,2038,0,0.0,0.0,0.0,1,0.0,0.0,0.2,0.0,0.0,Mar,2.0,2,1,2,Returning_Visitor,False,False
1935,1995,2039,0,0.0,0.0,0.0,1,61.0,0.0,0.1,0.0,0.0,Mar,3.0,2,4,15,Returning_Visitor,True,False
1936,1996,2040,2,220.3333333,1.0,70.5,75,3537.991667,0.011714286,0.027362361,5.770959977,0.0,Mar,2.0,2,6,1,Returning_Visitor,False,False
1937,1997,2041,7,445.3333333000001,1.0,135.5,52,1896.272222,0.005310734,0.013192815,3.795661017,0.0,Mar,3.0,2,6,1,Returning_Visitor,False,False
1938,1998,2042,2,50.0,0.0,0.0,29,598.297619,0.0,0.016666667,0.0,0.0,Mar,2.0,6,3,1,Returning_Visitor,False,False
1939,1999,2043,0,0.0,0.0,0.0,10,127.5,0.0,0.02,0.0,0.0,Mar,3.0,2,1,10,Returning_Visitor,False,False
1940,2000,2044,5,76.0,0.0,0.0,7,154.0,0.0,0.005555556,0.0,0.0,Mar,1.0,2,3,2,New_Visitor,True,False
1941,2001,2045,13,654.775,8.0,604.8,160,5349.5637130000005,0.001142857,0.001799477,17.34893623,0.0,Mar,2.0,2,1,2,Returning_Visitor,True,True
1942,2002,2046,0,0.0,0.0,0.0,1,0.0,0.0,0.1,0.0,0.0,Mar,2.0,2,2,6,Returning_Visitor,False,False
1943,2003,2047,0,0.0,0.0,0.0,3,77.0,0.0,0.066666667,0.0,0.0,Mar,4.0,2,6,1,Returning_Visitor,False,False
1944,2004,2048,0,0.0,0.0,0.0,7,98.5,0.071428571,0.1,0.0,0.0,Mar,1.0,1,6,1,Returning_Visitor,False,False
1945,2005,2049,0,0.0,0.0,0.0,12,810.0,0.0,0.016666667,0.0,0.0,Mar,2.0,2,6,10,Returning_Visitor,False,False
1946,2006,2050,0,0.0,0.0,0.0,3,903.0,0.0,0.066666667,0.0,0.0,Mar,2.0,2,1,1,Returning_Visitor,False,False
1947,2007,2051,5,87.0,0.0,0.0,86,2973.008333,0.002222222,0.015740741,0.0,0.0,Mar,2.0,2,8,1,Returning_Visitor,False,False
1948,2008,2052,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,2.0,5,2,3,Returning_Visitor,False,False
1949,2009,2053,2,17.0,0.0,0.0,7,1093.0,0.0375,0.1125,0.0,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,False
1950,2010,2054,0,0.0,0.0,0.0,3,137.0,0.0,0.1,0.0,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,False
1951,2011,2055,0,0.0,0.0,0.0,8,136.75,0.005,0.105,0.0,0.0,Mar,2.0,2,2,10,Returning_Visitor,False,False
1952,2012,2058,3,96.0,0.0,0.0,6,384.0,0.0,0.025,0.0,0.0,Mar,3.0,2,1,2,New_Visitor,False,False
1953,2013,2059,0,0.0,0.0,0.0,9,125.0,0.0,0.022222222,0.0,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,False
1954,2014,2060,0,0.0,0.0,0.0,2,44.0,0.0,0.05,0.0,0.0,Mar,2.0,4,1,3,Returning_Visitor,False,False
1955,2015,2062,4,35.125,0.0,0.0,31,1975.458333,0.0,0.01,0.0,0.0,Mar,2.0,2,3,3,New_Visitor,True,False
1956,2016,2063,4,71.5,0.0,0.0,42,758.75,0.004444444,0.015555556,0.0,0.0,Mar,2.0,5,2,2,Returning_Visitor,False,False
1957,2017,2064,9,222.5,2.0,46.66666667,20,1267.1555560000002,0.001481481,0.017977208,16.1728,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,True
1958,2018,2065,4,200.8333333,0.0,0.0,18,381.3333333,0.0,0.009090909,0.0,0.0,Mar,2.0,4,7,2,New_Visitor,True,False
1959,2019,2066,2,33.5,1.0,91.0,31,1271.8212119999998,0.0,0.011505376,1.592774194,0.0,Mar,1.0,8,4,1,Returning_Visitor,False,True
1960,2020,2067,0,0.0,0.0,0.0,32,827.6462121000001,0.0,0.00058651,54.67634844,0.0,Mar,2.0,2,7,2,Returning_Visitor,False,True
1961,2021,2068,0,0.0,0.0,0.0,5,36.0,0.15,0.1625,0.0,0.0,Mar,3.0,2,3,1,Returning_Visitor,False,False
1962,2022,2069,7,120.5,0.0,0.0,19,1011.5,0.0,0.00952381,0.0,0.0,Mar,2.0,2,1,1,Returning_Visitor,False,False
1963,2023,2070,5,243.6666667,1.0,415.0,20,1267.233333,0.0,0.01,91.98,0.0,Mar,1.0,1,3,1,Returning_Visitor,False,True
1964,2024,2071,5,53.0,1.0,97.0,66,4891.972222,0.0,0.0021596239999999,0.0,0.0,Mar,2.0,2,8,1,Returning_Visitor,False,False
1965,2025,2072,0,0.0,0.0,0.0,27,694.3035714,0.0,0.007692308,11.99264025,0.0,Mar,1.0,1,1,2,Returning_Visitor,True,True
1966,2026,2073,4,148.5,1.0,118.0,150,4764.429997,0.0,0.005636724,33.33074497,0.0,Mar,2.0,2,5,2,Returning_Visitor,False,False
1967,2027,2074,0,0.0,0.0,0.0,31,1350.5,0.006451613,0.0161290319999999,0.0,0.0,Mar,2.0,5,2,2,Returning_Visitor,False,False
1968,2028,2075,0,0.0,1.0,56.0,17,1385.833333,0.005882353,0.017647059,39.85866667,0.0,Mar,2.0,2,1,2,Returning_Visitor,False,True
1969,2029,2076,1,6.0,0.0,0.0,15,500.0,0.026666667,0.073333333,19.996,0.0,Mar,2.0,2,3,1,Returning_Visitor,False,True
1970,2030,2077,2,26.0,0.0,0.0,22,285.98809520000003,0.0,0.0125,0.0,0.0,Mar,1.0,1,6,8,Returning_Visitor,False,False
1971,2032,2079,5,129.5,0.0,0.0,13,1507.333333,0.016666667,0.028125,0.0,0.0,Mar,2.0,2,3,2,Returning_Visitor,False,False
1972,2033,2080,3,223.0,1.0,24.0,27,1460.566667,0.0,0.0066666669999999,0.0,0.0,Mar,2.0,2,8,2,New_Visitor,True,False
1973,2034,2081,0,0.0,0.0,0.0,4,214.0,0.0,0.05,0.0,0.0,Mar,2.0,2,3,3,Returning_Visitor,False,False
1974,2035,2082,0,0.0,0.0,0.0,6,136.5,0.0,0.033333333,0.0,0.0,Mar,3.0,3,1,2,Returning_Visitor,False,False
1975,2036,2083,0,0.0,0.0,0.0,6,254.0,0.025,0.0875,0.0,0.0,Mar,1.0,1,6,10,Returning_Visitor,False,False
1976,2037,2084,1,5.0,0.0,0.0,13,545.5714286,0.013333333,0.0207843139999999,26.12015415,0.0,Mar,2.0,2,3,2,Returning_Visitor,True,True
1977,2038,2085,2,91.0,3.0,865.0,27,1244.833333,0.0,0.0068965519999999,0.0,0.0,Mar,2.0,2,1,2,New_Visitor,True,False
1978,2039,2086,1,78.0,0.0,0.0,21,555.8944444,0.0,0.002380952,24.75047619,0.0,Mar,1.0,1,1,2,New_Visitor,False,True
1979,2040,2087,0,0.0,0.0,0.0,19,429.63333330000006,0.0,0.005263158,0.0,0.0,Mar,2.0,4,1,3,Returning_Visitor,True,False
1980,2041,2088,0,0.0,0.0,0.0,10,111.0,0.0,0.02,0.0,0.0,Mar,2.0,4,7,3,Returning_Visitor,False,False
1981,2042,2089,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,Mar,3.0,2,1,3,Returning_Visitor,True,False
1982,2043,2090,3,46.5,0.0,0.0,16,402.6904762,0.0,0.0125,0.0,0.0,Mar,2.0,4,1,1,Returning_Visitor,True,False
1983,2044,2091,0,0.0,0.0,0.0,15,292.69444439999995,0.0,0.005128205,54.98,0.0,May,3.0,2,4,4,Returning_Visitor,False,True
1984,2045,2092,0,0.0,0.0,0.0,24,654.0666667,0.0,0.001449275,0.0,0.8,May,3.0,2,1,2,Returning_Visitor,False,False
1985,2046,2093,2,254.0,1.0,39.0,95,4990.959524,0.0041237109999999,0.015307716,5.638103093,0.0,May,2.0,2,1,6,Returning_Visitor,False,True
1986,2047,2094,0,0.0,0.0,0.0,4,158.0,0.05,0.1,0.0,0.0,May,2.0,2,4,13,Returning_Visitor,False,False
1987,2048,2095,0,0.0,0.0,0.0,77,3332.208333,0.002040816,0.024719927,0.0,0.6,May,2.0,2,3,6,Returning_Visitor,False,False
1988,2049,2096,0,0.0,0.0,0.0,130,4164.936905,0.006153846,0.012319347,0.0,0.0,May,3.0,2,6,13,Returning_Visitor,False,False
1989,2050,2097,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1.0,1,1,3,Returning_Visitor,False,False
1990,2051,2098,5,85.66666667,0.0,0.0,25,1194.5,0.0,0.007692308,11.51923077,0.0,May,2.0,2,1,2,New_Visitor,False,True
1991,2052,2099,3,154.5,0.0,0.0,21,638.3333332999999,0.0,0.047222222,0.0,0.0,May,2.0,5,4,4,Returning_Visitor,False,False
1992,2053,2100,0,0.0,0.0,0.0,13,152.25,0.030769231,0.025641026,0.0,0.0,May,1.0,2,5,2,Returning_Visitor,False,False
1993,2054,2101,0,0.0,0.0,0.0,17,631.5,0.011764706,0.064705882,0.0,0.8,May,2.0,2,1,13,Returning_Visitor,False,False
1994,2055,2102,0,0.0,0.0,0.0,9,58.0,0.1555555559999999,0.177777778,0.0,0.0,May,1.0,1,1,3,Returning_Visitor,True,False
1995,2056,2103,7,598.0,3.0,144.5,83,6860.632737999999,0.011512297,0.039305682,0.0,0.4,May,2.0,2,1,2,Returning_Visitor,False,False
1996,2057,2104,0,0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.6,May,1.0,1,1,3,Returning_Visitor,False,False
1997,2058,2105,1,3.0,0.0,0.0,28,271.125,0.0,0.002564103,0.0,0.0,May,4.0,2,1,3,New_Visitor,False,False
1998,2059,2106,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1.0,1,1,6,Returning_Visitor,False,False
1999,2060,2107,1,7.0,0.0,0.0,151,2564.278157,0.00917226,0.0210895,0.0,0.6,May,1.0,1,1,15,Returning_Visitor,False,False
2000,2062,2109,3,226.9545455,0.0,0.0,57,4895.022989,0.003333333,0.023321256,0.0,0.0,May,2.0,2,1,13,Returning_Visitor,False,False
2001,2063,2110,6,97.88235294,2.0,9.0,58,2293.59902,0.008357771,0.033973374,6.7485,0.0,May,2.0,2,7,4,Returning_Visitor,False,True
2002,2064,2111,4,515.6,0.0,0.0,77,1449.683333,0.0,0.002631579,0.0,0.0,May,2.0,2,4,2,Returning_Visitor,False,False
2003,2065,2112,1,397.5,3.0,89.5,8,249.0,0.066666667,0.091666667,0.0,0.0,May,3.0,2,1,6,Returning_Visitor,True,False
2004,2066,2113,2,16.5,0.0,0.0,5,37.5,0.0,0.033333333,0.0,0.0,May,2.0,2,1,3,Returning_Visitor,False,False
2005,2067,2114,2,30.0,0.0,0.0,10,121.0,0.016666667,0.025,0.0,0.0,May,3.0,6,3,3,New_Visitor,False,False
2006,2068,2115,6,60.0,1.0,30.0,51,1403.841919,0.003636364,0.009090909,20.2453697,0.0,May,2.0,4,1,2,Returning_Visitor,False,False
2007,2069,2116,0,0.0,0.0,0.0,8,227.0,0.025,0.05,0.0,0.0,May,3.0,2,6,13,Returning_Visitor,False,False
2008,2070,2117,0,0.0,0.0,0.0,8,228.0,0.025,0.075,0.0,0.0,May,2.0,2,3,3,Returning_Visitor,False,False
2009,2071,2118,1,22.75,0.0,0.0,16,461.0833333000001,0.0,0.011458333,17.991,0.0,May,2.0,2,1,4,Returning_Visitor,False,False
2010,2072,2119,0,0.0,0.0,0.0,2,12.0,0.0,0.1,0.0,0.0,May,1.0,1,1,3,Returning_Visitor,True,False
2011,2073,2120,4,46.5,0.0,0.0,34,762.5,0.0,0.0135135139999999,0.0,0.6,May,2.0,2,1,4,Returning_Visitor,False,False
2012,2074,2121,0,0.0,0.0,0.0,5,74.5,0.0,0.08,0.0,0.6,May,1.0,1,1,3,Returning_Visitor,False,False
2013,2075,2122,3,27.0,0.0,0.0,21,898.0,0.015384615,0.042307692,10.94723077,0.6,May,2.0,2,1,3,Returning_Visitor,False,True
2014,2076,2123,3,23.0,0.0,0.0,5,91.0,0.0,0.0125,0.0,0.0,May,2.0,2,6,18,Returning_Visitor,True,False
2015,2077,2124,0,0.0,0.0,0.0,19,583.1666667000001,0.010526316,0.0307017539999999,0.0,0.8,May,2.0,4,1,3,Returning_Visitor,False,False
2016,2078,2125,3,62.0,0.0,0.0,13,392.9285713999999,0.0125,0.025,0.0,0.0,May,3.0,2,3,2,New_Visitor,False,False
2017,2079,2126,2,102.0,0.0,0.0,13,177.5,0.0,0.026666667,0.0,0.0,May,2.0,2,4,3,New_Visitor,True,False
2018,2080,2127,0,0.0,0.0,0.0,13,436.0,0.030769231,0.079487179,0.0,0.6,May,1.0,1,4,2,Returning_Visitor,False,False
2019,2081,2128,3,61.0,0.0,0.0,79,2819.966667,0.006097561,0.024390244,0.0,0.0,May,2.0,2,1,13,Returning_Visitor,False,False
2020,2082,2129,0,0.0,0.0,0.0,2,4.0,0.0,0.1,0.0,0.8,May,2.0,5,4,1,Returning_Visitor,False,False
2021,2083,2130,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,2.0,4,1,3,Returning_Visitor,False,False
2022,2084,2131,0,0.0,0.0,0.0,23,1888.5,0.0,0.008695652,46.00643478,0.0,May,2.0,2,4,4,New_Visitor,True,True
2023,2085,2132,7,238.4666667,7.0,300.9,33,1801.3714289999998,0.0055,0.040415616,8.08269,0.0,May,2.0,1,1,4,Returning_Visitor,True,False
2024,2086,2133,1,92.0,0.0,0.0,117,13158.66667,0.0068965519999999,0.041810345,0.0,0.0,May,2.0,6,4,4,Returning_Visitor,True,False
2025,2087,2134,0,0.0,0.0,0.0,6,140.0,0.0,0.033333333,0.0,0.0,May,2.0,6,3,6,Returning_Visitor,False,False
2026,2088,2135,0,0.0,0.0,0.0,5,252.5,0.0,0.02,0.0,0.0,May,2.0,2,2,2,Returning_Visitor,False,False
2027,2089,2136,0,0.0,0.0,0.0,12,666.0,0.0,0.018181818,0.0,0.0,May,2.0,4,8,2,Returning_Visitor,False,False
2028,2090,2137,0,0.0,0.0,0.0,36,851.3333332999998,0.010810811,0.032432432,0.0,0.2,May,4.0,1,1,4,Returning_Visitor,False,False
2029,2091,2138,0,0.0,0.0,0.0,18,224.0,0.011764706,0.02254902,0.0,0.2,May,1.0,2,3,4,Returning_Visitor,False,False
2030,2092,2139,0,0.0,0.0,0.0,13,253.3333333,0.030769231,0.073076923,0.0,0.8,May,2.0,2,5,3,Returning_Visitor,False,False
2031,2093,2140,9,175.93333330000002,0.0,0.0,28,717.2190476,0.005882353,0.017058824,0.0,1.0,May,2.0,2,5,4,Returning_Visitor,True,False
2032,2094,2141,0,0.0,0.0,0.0,22,370.3333333,0.018181818,0.054545455,0.0,0.6,May,2.0,2,4,13,Returning_Visitor,False,False
2033,2095,2142,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1.0,1,1,3,Returning_Visitor,True,False
2034,2096,2143,4,47.0,0.0,0.0,29,5198.533332999999,0.0,0.019892473,0.0,0.0,May,2.0,4,2,2,Returning_Visitor,False,False
2035,2097,2144,4,92.0,0.0,0.0,19,1148.8380949999998,0.012121212,0.025289256,32.06509091,0.0,May,3.0,2,3,3,Returning_Visitor,False,False
2036,2098,2145,1,4.0,0.0,0.0,13,152.66666669999998,0.033333333,0.083333333,0.0,0.0,May,2.0,2,3,6,Returning_Visitor,False,False
2037,2099,2146,0,0.0,0.0,0.0,6,474.0,0.0,0.016666667,0.0,0.0,May,2.0,4,1,2,New_Visitor,True,False
2038,2100,2147,0,0.0,0.0,0.0,15,907.5,0.0066666669999999,0.031111111,0.0,0.6,May,2.0,2,7,2,Returning_Visitor,False,False
2039,2101,2148,0,0.0,0.0,0.0,12,505.3333333000001,0.083333333,0.123412698,0.0,0.4,May,2.0,2,1,6,Returning_Visitor,False,False
2040,2102,2149,0,0.0,0.0,0.0,20,497.0,0.015,0.045416667,0.0,0.0,May,3.0,2,1,1,Returning_Visitor,False,False
2041,2103,2150,2,675.3333332999999,0.0,0.0,46,1103.916667,0.0,0.004081633,0.0,0.8,May,2.0,4,4,4,Returning_Visitor,False,False
2042,2104,2151,0,0.0,0.0,0.0,4,0.0,0.2,0.2,0.0,0.6,May,3.0,2,4,3,Returning_Visitor,False,False
2043,2105,2152,2,37.0,1.0,18.0,25,430.5,0.0,0.007142857,0.0,0.0,May,2.0,2,2,2,Returning_Visitor,True,False
2044,2106,2153,2,129.0,0.0,0.0,31,866.7,0.011827957,0.034101382,18.11148387,0.0,May,3.0,2,6,1,Returning_Visitor,False,True
2045,2107,2154,0,0.0,0.0,0.0,21,1492.166667,0.023809524,0.055555556,0.0,0.0,May,2.0,2,3,2,Returning_Visitor,False,False
2046,2108,2155,0,0.0,0.0,0.0,7,17.0,0.085714286,0.142857143,0.0,0.0,May,2.0,4,3,3,Returning_Visitor,False,False
2047,2109,2156,0,0.0,0.0,0.0,7,137.5,0.0,0.033333333,0.0,0.6,May,2.0,2,1,3,Returning_Visitor,False,False
2048,2110,2157,0,0.0,0.0,0.0,20,950.3285714,0.072108844,0.086507937,0.0,1.0,May,2.0,2,4,1,Returning_Visitor,True,False
2049,2111,2158,0,0.0,0.0,0.0,2,7.0,0.0,0.1,0.0,0.8,May,1.0,1,1,3,Returning_Visitor,False,False
2050,2112,2159,0,0.0,0.0,0.0,18,286.0,0.011111111,0.0611111109999999,0.0,0.8,May,2.0,2,9,3,Returning_Visitor,False,False
2051,2113,2160,2,144.0,0.0,0.0,25,1711.3333329999998,0.0,0.008,0.0,0.0,May,2.0,2,1,1,Returning_Visitor,False,False
2052,2114,2161,1,6.0,0.0,0.0,45,2487.333333,0.018604651,0.066666667,0.0,0.0,May,2.0,2,7,11,Returning_Visitor,False,False
2053,2115,2162,0,0.0,0.0,0.0,5,829.5,0.0,0.04,0.0,0.0,May,2.0,2,3,2,Returning_Visitor,True,False
2054,2117,2164,7,89.5,0.0,0.0,26,1163.333333,0.0,0.009375,26.983125,0.0,May,3.0,2,3,4,New_Visitor,False,True
2055,2118,2165,3,91.75,0.0,0.0,20,1171.333333,0.003174603,0.018571429,0.0,0.0,May,3.0,2,2,4,Returning_Visitor,True,False
2056,2119,2166,0,0.0,0.0,0.0,8,149.0,0.133333333,0.1555555559999999,0.0,0.8,May,2.0,2,7,3,Returning_Visitor,False,False
2057,2120,2167,1,81.0,0.0,0.0,12,131.5,0.0,0.003076923,0.0,1.0,May,3.0,2,1,4,Returning_Visitor,True,False
2058,2121,2168,0,0.0,0.0,0.0,4,81.5,0.0,0.025,0.0,0.0,May,1.0,1,2,4,Returning_Visitor,True,False
2059,2122,2169,3,296.0,0.0,0.0,9,394.5,0.0,0.005555556,28.39833333,0.0,May,2.0,2,8,2,New_Visitor,True,True
2060,2123,2170,0,0.0,0.0,0.0,17,336.0,0.0,0.01875,0.0,0.8,May,2.0,2,1,4,Returning_Visitor,False,False
2061,2124,2171,0,0.0,0.0,0.0,21,452.79761900000005,0.0,0.023,16.82505,0.0,May,1.0,1,1,4,Returning_Visitor,False,True
2062,2125,2172,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.6,May,2.0,2,1,1,Returning_Visitor,False,False
2063,2126,2173,3,269.1666667,0.0,0.0,36,2281.208333,0.022916667,0.046203704,0.0,0.0,May,3.0,2,6,4,Returning_Visitor,False,False
2064,2127,2174,3,168.75,0.0,0.0,36,1262.833333,0.0,0.004054054,20.39448649,0.0,May,2.0,2,3,4,Returning_Visitor,True,True
2065,2128,2175,0,0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,May,1.0,1,4,3,Returning_Visitor,False,False
2066,2129,2176,0,0.0,0.0,0.0,1,643.0,0.133333333,0.15,0.0,0.0,May,2.0,2,1,5,Returning_Visitor,False,False
2067,2130,2177,0,0.0,0.0,0.0,6,189.0,0.066666667,0.1166666669999999,0.0,0.4,May,2.0,6,1,3,Returning_Visitor,False,False
2068,2131,2178,3,430.8333333000001,1.0,262.0,49,2338.567766,0.023529412,0.0289075629999999,9.609529412,0.6,May,3.0,2,4,4,Returning_Visitor,False,True
2069,2132,2179,0,0.0,0.0,0.0,6,181.0,0.0,0.016666667,0.0,0.0,May,3.0,2,1,3,Returning_Visitor,False,False
2070,2133,2180,0,0.0,0.0,0.0,24,597.8333332999999,0.008333333,0.020833333,0.0,0.4,May,2.0,2,2,1,Returning_Visitor,False,False
